date,hdax_open,hdax_close,total_cases,new_cases,stringency_index,containment_index,Monday,Tuesday,Wednesday,Thursday,Friday
2020-05-26,6382.74,6388.47,181200.0,600.0,59.72,57.44,0,1,0,0,0
2020-05-27,6400.69,6434.11,181524.0,324.0,59.72,57.44,0,0,1,0,0
2020-05-28,6480.4,6512.22,182196.0,672.0,59.72,57.44,0,0,0,1,0
2020-05-29,6446.3,6415.85,182922.0,726.0,59.72,57.44,0,0,0,0,1
2020-06-02,6507.28,6645.66,183879.0,285.0,59.72,57.44,0,1,0,0,0
2020-06-03,6707.34,6881.05,184121.0,242.0,59.72,57.44,0,0,1,0,0
2020-06-04,6842.94,6867.71,184472.0,351.0,59.72,57.44,0,0,0,1,0
2020-06-05,6943.28,7080.07,184924.0,452.0,59.72,57.44,0,0,0,0,1
2020-06-08,7026.88,7055.12,186109.0,359.0,59.72,57.44,1,0,0,0,0
2020-06-09,7065.96,6938.01,186506.0,397.0,59.72,57.44,0,1,0,0,0
2020-06-10,6984.15,6892.67,186522.0,16.0,59.72,57.44,0,0,1,0,0
2020-06-11,6780.53,6596.63,186691.0,169.0,59.72,57.44,0,0,0,1,0
2020-06-12,6534.31,6584.11,187226.0,535.0,59.72,57.44,0,0,0,0,1
2020-06-15,6461.43,6566.49,187682.0,164.0,59.72,61.01,1,0,0,0,0
2020-06-16,6708.19,6776.3,188252.0,570.0,59.72,61.01,0,1,0,0,0
2020-06-17,6774.74,6814.07,188604.0,352.0,59.72,61.01,0,0,1,0,0
2020-06-18,6796.35,6770.02,189817.0,1213.0,63.43,63.39,0,0,0,1,0
2020-06-19,6812.2,6799.06,190299.0,482.0,63.43,63.39,0,0,0,0,1
2020-06-22,6730.54,6755.19,191768.0,496.0,63.43,63.39,1,0,0,0,0
2020-06-23,6812.68,6876.63,192480.0,712.0,63.43,63.39,0,1,0,0,0
2020-06-24,6851.41,6651.15,192871.0,391.0,63.43,63.39,0,0,1,0,0
2020-06-25,6654.62,6706.79,193371.0,500.0,63.43,63.39,0,0,0,1,0
2020-06-26,6770.75,6655.59,194036.0,665.0,63.43,63.39,0,0,0,0,1
2020-06-29,6647.1,6719.83,195042.0,349.0,63.43,63.39,1,0,0,0,0
2020-06-30,6761.94,6765.05,195418.0,376.0,63.43,63.39,0,1,0,0,0
2020-07-01,6736.63,6757.31,195893.0,475.0,63.43,63.39,0,0,1,0,0
2020-07-02,6823.59,6939.56,196370.0,477.0,63.43,63.39,0,0,0,1,0
2020-07-03,6966.93,6904.34,196780.0,410.0,63.43,63.39,0,0,0,0,1
2020-07-06,7004.41,7021.49,198064.0,541.0,63.43,63.39,1,0,0,0,0
2020-07-07,6995.66,6962.2,198343.0,279.0,55.09,58.04,0,1,0,0,0
2020-07-08,6924.96,6901.8,198699.0,356.0,55.09,58.04,0,0,1,0,0
2020-07-09,6927.37,6893.6,199001.0,302.0,55.09,58.04,0,0,0,1,0
2020-07-10,6870.53,6962.73,199332.0,331.0,55.09,58.04,0,0,0,0,1
2020-07-13,7044.23,7054.74,200180.0,261.0,55.09,58.04,1,0,0,0,0
2020-07-14,6991.96,6989.13,200456.0,276.0,55.09,58.04,0,1,0,0,0
2020-07-15,7050.9,7116.42,200890.0,434.0,55.09,58.04,0,0,1,0,0
2020-07-16,7082.12,7087.05,201450.0,560.0,55.09,58.04,0,0,0,1,0
2020-07-17,7101.78,7098.2,202045.0,595.0,55.09,58.04,0,0,0,0,1
2020-07-20,7098.47,7166.19,203325.0,590.0,55.09,58.04,1,0,0,0,0
2020-07-21,7248.21,7230.95,203717.0,392.0,55.09,58.04,0,1,0,0,0
2020-07-22,7226.44,7210.21,204276.0,559.0,55.09,58.04,0,0,1,0,0
2020-07-23,7243.7,7201.5,204881.0,605.0,55.09,58.04,0,0,0,1,0
2020-07-24,7132.99,7045.47,205623.0,742.0,55.09,58.04,0,0,0,0,1
2020-07-27,7024.21,7046.22,207112.0,445.0,55.09,58.04,1,0,0,0,0
2020-07-28,7075.73,7051.59,207707.0,595.0,55.09,58.04,0,1,0,0,0
2020-07-29,7048.88,7051.02,208546.0,839.0,55.09,58.04,0,0,1,0,0
2020-07-30,7036.54,6829.52,209535.0,989.0,55.09,58.04,0,0,0,1,0
2020-07-31,6847.51,6798.57,210399.0,864.0,57.87,59.82,0,0,0,0,1
2020-08-03,6835.36,6970.43,212111.0,891.0,57.87,59.82,1,0,0,0,0
2020-08-04,7011.69,6943.99,212828.0,717.0,57.87,59.82,0,1,0,0,0
2020-08-05,6981.35,6989.51,214113.0,1285.0,57.87,59.82,0,0,1,0,0
2020-08-06,6977.28,6956.57,215039.0,926.0,57.87,59.82,0,0,0,1,0
2020-08-07,6960.09,7013.74,216196.0,1157.0,59.72,61.01,0,0,0,0,1
2020-08-10,7028.89,7020.48,218508.0,1220.0,56.94,59.23,1,0,0,0,0
2020-08-11,7084.61,7159.66,219540.0,1032.0,56.94,59.23,0,1,0,0,0
2020-08-12,7139.82,7214.92,220859.0,1319.0,56.94,59.23,0,0,1,0,0
2020-08-13,7196.01,7181.45,222281.0,1422.0,56.94,59.23,0,0,0,1,0
2020-08-14,7176.11,7116.81,223791.0,1510.0,56.94,59.23,0,0,0,0,1
2020-08-17,7121.05,7134.44,226700.0,1693.0,56.94,59.23,1,0,0,0,0
2020-08-18,7104.13,7105.57,228120.0,1420.0,56.94,59.23,0,1,0,0,0
2020-08-19,7093.93,7153.36,229706.0,1586.0,56.94,59.23,0,0,1,0,0
2020-08-20,7079.06,7079.18,231292.0,1586.0,56.94,59.23,0,0,0,1,0
2020-08-21,7116.97,7053.9,233029.0,1737.0,56.94,59.23,0,0,0,0,1
2020-08-24,7133.38,7206.8,236122.0,1628.0,59.72,61.01,1,0,0,0,0
2020-08-25,7254.14,7203.79,237583.0,1461.0,59.72,61.01,0,1,0,0,0
2020-08-26,7189.31,7273.71,239010.0,1427.0,59.72,61.01,0,0,1,0,0
2020-08-27,7280.94,7223.93,240571.0,1561.0,59.72,61.01,0,0,0,1,0
2020-08-28,7247.86,7188.26,242126.0,1555.0,59.72,61.01,0,0,0,0,1
2020-08-31,7223.84,7141.89,244802.0,1497.0,59.72,61.01,1,0,0,0,0
2020-09-01,7181.59,7158.93,246015.0,1213.0,59.72,61.01,0,1,0,0,0
2020-09-02,7195.93,7298.42,247411.0,1396.0,59.72,61.01,0,0,1,0,0
2020-09-03,7342.81,7179.04,248840.0,1429.0,57.87,59.82,0,0,0,1,0
2020-09-04,7138.04,7063.66,250283.0,1443.0,49.54,54.46,0,0,0,0,1
2020-09-07,7105.77,7216.8,253626.0,1898.0,49.54,54.46,1,0,0,0,0
2020-09-08,7234.11,7134.77,254957.0,1331.0,49.54,54.46,0,1,0,0,0
2020-09-09,7132.99,7268.73,256433.0,1476.0,49.54,54.46,0,0,1,0,0
2020-09-10,7287.02,7251.61,258149.0,1716.0,49.54,54.46,0,0,0,1,0
2020-09-11,7239.14,7240.96,259735.0,1586.0,49.54,54.46,0,0,0,0,1
2020-09-14,7298.61,7251.48,263222.0,1485.0,49.54,54.46,1,0,0,0,0
2020-09-15,7272.11,7255.54,265014.0,1792.0,49.54,54.46,0,1,0,0,0
2020-09-16,7260.8,7283.87,266869.0,1855.0,49.54,54.46,0,0,1,0,0
2020-09-17,7177.67,7260.23,269048.0,2179.0,49.54,54.46,0,0,0,1,0
2020-09-18,7251.73,7213.1,271247.0,2199.0,49.54,54.46,0,0,0,0,1
2020-09-21,7183.74,6906.66,275560.0,1595.0,49.54,54.46,1,0,0,0,0
2020-09-22,6943.59,6934.44,277412.0,1852.0,49.54,54.46,0,1,0,0,0
2020-09-23,6984.68,6962.64,279025.0,1613.0,49.54,54.46,0,0,1,0,0
2020-09-24,6891.17,6926.03,281346.0,2321.0,49.54,54.46,0,0,0,1,0
2020-09-25,6932.31,6867.54,283712.0,2366.0,49.54,54.46,0,0,0,0,1
2020-09-28,6976.11,7072.16,288631.0,2292.0,49.54,54.46,1,0,0,0,0
2020-09-29,7047.44,7052.19,290471.0,1840.0,49.54,54.46,0,1,0,0,0
2020-09-30,7003.74,7024.98,292913.0,2442.0,49.54,54.46,0,0,1,0,0
2020-10-01,7051.18,7034.37,295539.0,2626.0,49.54,54.46,0,0,0,1,0
2020-10-02,6990.41,7009.84,298374.0,2835.0,49.54,54.46,0,0,0,0,1
2020-10-05,7056.22,7092.98,304673.0,3100.0,49.54,54.46,1,0,0,0,0
2020-10-06,7108.3,7124.25,307127.0,2454.0,49.54,54.46,0,1,0,0,0
2020-10-07,7125.75,7128.76,311137.0,4010.0,49.54,54.46,0,0,1,0,0
2020-10-08,7173.15,7190.65,315941.0,4804.0,49.54,54.46,0,0,0,1,0
2020-10-09,7193.46,7204.55,320495.0,4554.0,49.54,54.46,0,0,0,0,1
2020-10-12,7220.51,7250.5,332850.0,6541.0,49.54,54.46,1,0,0,0,0
2020-10-13,7250.07,7182.91,337314.0,4464.0,49.54,54.46,0,1,0,0,0
2020-10-14,7189.84,7185.53,344487.0,7173.0,49.54,54.46,0,0,1,0,0
2020-10-15,7079.2,7021.14,352107.0,7620.0,58.8,60.42,0,0,0,1,0
2020-10-16,7053.86,7128.83,359802.0,7695.0,58.8,60.42,0,0,0,0,1
2020-10-19,7154.47,7107.65,377068.0,8397.0,58.8,60.42,1,0,0,0,0
2020-10-20,7097.09,7047.58,385591.0,8523.0,58.8,60.42,0,1,0,0,0
2020-10-21,7061.4,6939.08,397922.0,12331.0,58.8,60.42,0,0,1,0,0
2020-10-22,6891.85,6933.1,403874.0,5952.0,60.65,61.61,0,0,0,1,0
2020-10-23,6918.02,6985.59,417350.0,13476.0,60.65,61.61,0,0,0,0,1
2020-10-26,6924.22,6720.4,450258.0,12560.0,60.65,61.61,1,0,0,0,0
2020-10-27,6731.92,6664.96,463419.0,13161.0,60.65,61.61,0,1,0,0,0
2020-10-28,6569.81,6407.46,479621.0,16202.0,60.65,61.61,0,0,1,0,0
2020-10-29,6417.47,6420.6,498354.0,18733.0,60.65,61.61,0,0,0,1,0
2020-10-30,6356.41,6398.2,517736.0,19382.0,60.65,61.61,0,0,0,0,1
2020-11-02,6425.82,6514.2,569598.0,25252.0,62.04,62.5,1,0,0,0,0
2020-11-03,6549.98,6674.88,577131.0,7533.0,62.04,62.5,0,1,0,0,0
2020-11-04,6588.33,6814.15,608611.0,31480.0,62.04,62.5,0,0,1,0,0
2020-11-05,6875.3,6936.5,631172.0,22561.0,62.04,62.5,0,0,0,1,0
2020-11-06,6904.29,6889.05,653992.0,22820.0,62.04,62.5,0,0,0,0,1
2020-11-09,7012.33,7187.94,689146.0,6522.0,62.04,62.5,1,0,0,0,0
2020-11-10,7204.29,7231.23,715693.0,26547.0,62.04,62.5,0,1,0,0,0
2020-11-11,7252.96,7278.97,738094.0,22401.0,62.04,57.74,0,0,1,0,0
2020-11-12,7246.94,7202.56,762832.0,24738.0,62.04,57.74,0,0,0,1,0
2020-11-13,7178.64,7223.54,785093.0,22261.0,62.04,57.74,0,0,0,0,1
2020-11-16,7264.03,7264.92,817526.0,14580.0,62.04,57.74,1,0,0,0,0
2020-11-17,7259.16,7255.27,843757.0,26231.0,62.04,57.74,0,1,0,0,0
2020-11-18,7231.79,7293.13,867484.0,23727.0,62.04,57.74,0,0,1,0,0
2020-11-19,7263.09,7240.66,891525.0,24041.0,62.04,57.74,0,0,0,1,0
2020-11-20,7220.21,7274.4,914118.0,22593.0,62.04,57.74,0,0,0,0,1
2020-11-23,7311.45,7271.46,946822.0,14455.0,62.04,57.74,1,0,0,0,0
2020-11-24,7334.41,7344.11,963192.0,16370.0,62.04,57.74,0,1,0,0,0
2020-11-25,7370.78,7342.66,995879.0,32687.0,62.04,57.74,0,0,1,0,0
2020-11-26,7367.67,7347.31,1017830.0,21951.0,62.04,57.74,0,0,0,1,0
2020-11-27,7339.59,7380.9,1038649.0,20819.0,62.04,57.74,0,0,0,0,1
2020-11-30,7354.79,7358.02,1069912.0,14221.0,67.59,61.31,1,0,0,0,0
2020-12-01,7396.5,7400.43,1094678.0,24766.0,67.59,61.31,0,1,0,0,0
2020-12-02,7383.61,7366.39,1117953.0,23275.0,67.59,61.31,0,0,1,0,0
2020-12-03,7369.36,7345.43,1141544.0,23591.0,67.59,61.31,0,0,0,1,0
2020-12-04,7339.91,7380.53,1157514.0,15970.0,67.59,61.31,0,0,0,0,1
2020-12-07,7360.78,7365.28,1200006.0,5456.0,67.59,61.31,1,0,0,0,0
2020-12-08,7360.95,7377.23,1229269.0,29263.0,67.59,61.31,0,1,0,0,0
2020-12-09,7404.0,7400.14,1254358.0,25089.0,67.59,61.31,0,0,1,0,0
2020-12-10,7404.13,7383.48,1287092.0,32734.0,67.59,61.31,0,0,0,1,0
2020-12-11,7365.52,7299.75,1314309.0,27217.0,67.59,61.31,0,0,0,0,1
2020-12-14,7347.04,7351.58,1357261.0,6451.0,67.59,61.31,1,0,0,0,0
2020-12-15,7343.11,7411.16,1391086.0,33825.0,75.0,66.07,0,1,0,0,0
2020-12-16,7439.4,7509.9,1423830.0,32744.0,82.41,70.83,0,0,1,0,0
2020-12-17,7566.82,7567.42,1454009.0,30179.0,82.41,70.83,0,0,0,1,0
2020-12-18,7549.07,7561.05,1486839.0,32830.0,82.41,70.83,0,0,0,0,1
2020-12-21,7426.96,7364.58,1534218.0,19256.0,82.41,70.83,1,0,0,0,0
2020-12-22,7401.41,7459.81,1570371.0,36153.0,82.41,70.83,0,1,0,0,0
2020-12-23,7482.2,7546.88,1604129.0,33758.0,82.41,70.83,0,0,1,0,0
2020-12-28,7610.77,7646.9,1672643.0,14004.0,82.41,73.69,1,0,0,0,0
2020-12-29,7686.5,7649.63,1692109.0,19466.0,82.41,73.69,0,1,0,0,0
2020-12-30,7645.56,7623.11,1741153.0,49044.0,82.41,73.69,0,0,1,0,0
2021-01-04,7676.32,7632.54,1796216.0,12320.0,82.41,73.69,1,0,0,0,0
2021-01-05,7597.37,7606.58,1814565.0,18349.0,85.19,71.9,0,1,0,0,0
2021-01-06,7630.23,7713.32,1841228.0,26663.0,85.19,71.9,0,0,1,0,0
2021-01-07,7746.95,7751.38,1886561.0,45333.0,85.19,71.9,0,0,0,1,0
2021-01-08,7793.56,7793.59,1905638.0,19077.0,85.19,71.9,0,0,0,0,1
2021-01-11,7770.55,7731.52,1941116.0,11706.0,83.33,70.71,1,0,0,0,0
2021-01-12,7756.96,7730.91,1968326.0,27210.0,83.33,70.71,0,1,0,0,0
2021-01-13,7734.76,7742.69,1993892.0,25566.0,83.33,70.71,0,0,1,0,0
2021-01-14,7760.63,7783.07,2015235.0,21343.0,83.33,70.71,0,0,0,1,0
2021-01-15,7739.28,7667.35,2023828.0,8593.0,83.33,70.71,0,0,0,0,1
2021-01-18,7627.05,7700.15,2059382.0,9253.0,83.33,70.71,1,0,0,0,0
2021-01-19,7750.01,7691.71,2071615.0,12233.0,83.33,70.71,0,1,0,0,0
2021-01-20,7714.67,7754.7,2100618.0,29003.0,83.33,70.71,0,0,1,0,0
2021-01-21,7805.54,7753.44,2108895.0,8277.0,83.33,70.71,0,0,0,1,0
2021-01-22,7718.42,7732.34,2125261.0,16366.0,83.33,70.71,0,0,0,0,1
2021-01-25,7764.77,7616.3,2154656.0,6887.0,83.33,70.71,1,0,0,0,0
2021-01-26,7622.78,7722.98,2164043.0,9387.0,83.33,70.71,0,1,0,0,0
2021-01-27,7698.45,7602.25,2179679.0,15636.0,83.33,70.71,0,0,1,0,0
2021-01-28,7571.46,7629.16,2194562.0,14883.0,83.33,70.71,0,0,0,1,0
2021-01-29,7519.21,7507.55,2207393.0,12831.0,83.33,70.71,0,0,0,0,1
2021-02-01,7543.62,7606.92,2232327.0,6668.0,83.33,70.71,1,0,0,0,0
2021-02-02,7640.69,7737.36,2240017.0,7690.0,83.33,70.71,0,1,0,0,0
2021-02-03,7784.87,7789.2,2252504.0,12487.0,83.33,70.71,0,0,1,0,0
2021-02-04,7792.28,7856.38,2265536.0,13032.0,83.33,70.71,0,0,0,1,0
2021-02-05,7859.58,7856.92,2276371.0,10835.0,83.33,70.71,0,0,0,0,1
2021-02-08,7901.51,7863.31,2296323.0,4650.0,83.33,70.71,1,0,0,0,0
2021-02-09,7864.92,7828.75,2302051.0,5728.0,83.33,70.71,0,1,0,0,0
2021-02-10,7851.51,7786.74,2311297.0,9246.0,83.33,70.71,0,0,1,0,0
2021-02-11,7791.13,7854.65,2321225.0,9928.0,83.33,70.71,0,0,0,1,0
2021-02-12,7826.39,7862.43,2330422.0,9197.0,83.33,70.71,0,0,0,0,1
2021-02-15,7900.02,7907.44,2346876.0,5132.0,83.33,70.71,1,0,0,0,0
2021-02-16,7917.4,7895.84,2352766.0,5890.0,83.33,70.71,0,1,0,0,0
2021-02-17,7885.07,7807.89,2362364.0,9598.0,83.33,70.71,0,0,1,0,0
2021-02-18,7805.42,7772.43,2372209.0,9845.0,83.33,70.71,0,0,0,1,0
2021-02-19,7795.95,7827.01,2381259.0,9050.0,83.33,70.71,0,0,0,0,1
2021-02-22,7771.59,7793.9,2399499.0,4984.0,81.48,69.52,1,0,0,0,0
2021-02-23,7810.8,7741.1,2405263.0,5764.0,81.48,69.52,0,1,0,0,0
2021-02-24,7746.85,7800.37,2416037.0,10774.0,81.48,70.95,0,0,1,0,0
2021-02-25,7824.3,7747.37,2427069.0,11032.0,81.48,70.95,0,0,0,1,0
2021-02-26,7644.28,7683.51,2436506.0,9437.0,81.48,70.95,0,0,0,0,1
2021-03-01,7785.52,7820.71,2455569.0,5274.0,77.78,68.57,1,0,0,0,0
2021-03-02,7797.26,7822.13,2462061.0,6492.0,77.78,68.57,0,1,0,0,0
2021-03-03,7858.58,7829.99,2472913.0,10852.0,77.78,68.57,0,0,1,0,0
2021-03-04,7790.83,7806.04,2484306.0,11393.0,77.78,68.57,0,0,0,1,0
2021-03-05,7760.22,7709.36,2493887.0,9581.0,77.78,68.57,0,0,0,0,1
2021-03-08,7750.37,7944.68,2513784.0,5129.0,77.78,68.57,1,0,0,0,0
2021-03-09,7933.56,7986.66,2520618.0,6834.0,77.78,68.57,0,1,0,0,0
2021-03-10,7975.62,8025.58,2541781.0,21163.0,77.78,68.57,0,0,1,0,0
2021-03-11,8042.34,8058.6,2546526.0,4745.0,77.78,68.57,0,0,0,1,0
2021-03-12,8034.36,8022.47,2559296.0,12770.0,77.78,68.57,0,0,0,0,1
2021-03-15,8019.32,8007.09,2585385.0,6543.0,77.78,68.57,1,0,0,0,0
2021-03-16,8040.3,8066.28,2603064.0,17679.0,77.78,68.57,0,1,0,0,0
2021-03-17,8056.87,8069.63,2610769.0,7705.0,77.78,68.57,0,0,1,0,0
2021-03-18,8097.96,8152.21,2639258.0,28489.0,77.78,68.57,0,0,0,1,0
2021-03-19,8112.12,8062.68,2654734.0,15476.0,77.78,68.57,0,0,0,0,1
2021-03-22,8036.83,8090.13,2678262.0,8261.0,75.0,71.55,1,0,0,0,0
2021-03-23,8066.38,8084.11,2699231.0,20969.0,75.0,71.55,0,1,0,0,0
2021-03-24,8034.44,8050.18,2722988.0,23757.0,75.0,71.55,0,0,1,0,0
2021-03-25,8016.23,8043.88,2744608.0,21620.0,75.0,71.55,0,0,0,1,0
2021-03-26,8083.06,8114.88,2765297.0,20689.0,75.0,71.55,0,0,0,0,1
2021-03-29,8146.09,8136.02,2794949.0,10297.0,75.0,71.55,1,0,0,0,0
2021-03-30,8167.82,8231.89,2818630.0,23681.0,75.0,71.55,0,1,0,0,0
2021-03-31,8215.95,8229.6,2843644.0,25014.0,75.0,71.55,0,0,1,0,0
2021-04-01,8248.2,8308.22,2866323.0,22679.0,75.0,71.55,0,0,0,1,0
2021-04-06,8388.41,8362.85,2909902.0,7593.0,75.0,71.55,0,1,0,0,0
2021-04-07,8366.77,8347.8,2940279.0,30377.0,75.0,71.55,0,0,1,0,0
2021-04-08,8382.75,8367.36,2966789.0,26510.0,75.0,71.55,0,0,0,1,0
2021-04-09,8368.89,8386.77,2990724.0,23935.0,75.0,71.55,0,0,0,0,1
2021-04-12,8394.37,8362.39,3024604.0,12446.0,75.0,71.55,1,0,0,0,0
2021-04-13,8375.03,8379.31,3054025.0,29421.0,75.0,71.55,0,1,0,0,0
2021-04-14,8375.21,8373.55,3085142.0,31117.0,75.0,71.55,0,0,1,0,0
2021-04-15,8394.62,8412.95,3110252.0,25110.0,75.0,71.55,0,0,0,1,0
